overall_qual,gr_liv_area,exter_qual,kitchen_qual,total_bsmt_sf,garage_area,garage_cars,1st_flr_sf,bsmt_qual,year_built,garage_finish,garage_yr_blt,year_remod/add,fireplace_qu,full_bath,foundation_PConc,mas_vnr_area,totrms_abvgrd
6,1928,3,2,1020,440,1,908,2,1910,1,1910.0,1950,0,2,0,0.0,9
5,1967,3,3,1967,580,2,1967,4,1977,3,1977.0,1977,0,2,0,0.0,10
7,1496,4,4,654,426,2,664,4,2006,2,2006.0,2006,4,2,1,0.0,7
5,968,4,3,968,480,2,968,3,1923,1,1935.0,2006,0,1,0,0.0,5
6,1394,3,3,1394,514,2,1394,4,1963,2,1963.0,1963,4,1,0,247.0,6
4,1092,3,3,546,286,1,546,3,1972,1,1972.0,1972,0,1,0,0.0,5
4,1093,3,3,869,308,1,1093,3,1958,1,1959.0,2006,0,1,0,0.0,5
5,1268,3,4,1268,252,1,1268,4,1977,1,1978.0,1989,0,1,0,0.0,5
7,1680,4,4,840,588,2,840,4,2004,2,2004.0,2004,0,2,1,0.0,3
6,1279,3,3,1196,473,2,1279,3,1977,1,1980.0,1977,2,2,0,0.0,6
6,1217,4,4,1217,484,2,1217,4,1991,2,1991.0,1991,0,2,1,0.0,5
6,1040,3,3,1040,320,2,1040,3,1925,1,1993.0,1992,0,1,0,0.0,5
6,1375,3,3,1367,451,2,1375,3,1954,1,1954.0,1954,3,1,0,0.0,5
7,2787,3,3,1168,820,4,1168,5,2000,3,2000.0,2000,3,4,1,23.0,8
6,1827,3,3,848,240,1,1017,3,1924,1,1943.0,1996,4,1,0,0.0,9
5,1340,3,3,0,252,1,1340,0,1957,2,1957.0,2006,4,1,1,98.0,7
6,1436,3,3,884,828,2,884,3,1940,1,1940.0,1950,4,2,0,0.0,8
5,1073,3,3,1073,340,1,1073,3,1956,1,1956.0,1956,0,1,0,0.0,5
6,1773,3,3,1313,418,2,1773,3,1961,2,1961.0,1992,3,2,0,104.0,6
8,1742,4,4,916,424,2,916,3,1882,1,1925.0,1986,4,1,0,0.0,8
5,1060,3,4,1060,270,1,1060,3,1968,1,1968.0,2001,3,1,0,0.0,6
5,864,3,3,864,732,2,864,3,1961,1,1982.0,1961,0,1,0,0.0,5
6,1617,4,4,1604,533,2,1617,4,1993,2,1993.0,1994,2,2,1,0.0,5
6,988,3,3,938,540,2,988,3,1969,1,1969.0,1969,3,1,0,0.0,4
7,1218,4,4,1218,576,2,1218,4,2007,2,2007.0,2007,0,1,1,0.0,6
5,864,3,3,864,352,1,864,3,1972,1,1989.0,1972,0,1,0,0.0,5
4,1738,3,3,715,368,1,1281,3,1920,1,1920.0,2007,4,2,0,0.0,7
5,1750,3,5,636,240,1,1089,2,1880,1,1937.0,1991,0,1,0,0.0,8
6,1054,3,4,936,480,2,1054,3,1963,2,1963.0,1963,0,1,1,156.0,6
3,670,3,2,370,0,0,442,3,1945,0,1945.0,1950,0,1,0,0.0,4
4,858,3,3,858,684,1,858,3,1971,1,1979.0,1971,0,1,0,0.0,4
4,1208,3,3,780,539,2,848,3,1925,1,1962.0,1950,0,1,0,0.0,5
7,2640,4,4,1240,864,4,1320,3,1880,1,1950.0,2003,4,1,0,0.0,8
5,1178,3,4,1176,439,2,1178,4,1973,1,1973.0,2000,2,1,0,0.0,5
7,1492,4,4,1492,608,2,1492,4,2001,2,2001.0,2001,3,2,1,180.0,6
7,1458,3,4,608,454,2,608,4,2006,3,2007.0,2007,0,2,1,44.0,6
4,1657,3,2,1147,162,1,1147,3,1920,1,1920.0,1980,3,1,1,0.0,9
4,998,2,3,0,460,2,998,0,1945,1,1952.0,1950,0,1,0,0.0,5
5,910,4,4,105,414,2,910,3,1953,1,1953.0,1996,0,1,0,0.0,5
7,1358,4,4,1339,625,2,1358,4,1999,1,1999.0,2000,0,2,1,0.0,5
6,1224,4,4,612,528,2,612,4,2009,2,2009.0,2009,0,2,1,76.0,4
7,1886,4,4,930,431,2,956,4,1998,3,1998.0,1999,3,2,1,0.0,10
5,1327,3,4,1063,624,2,1327,3,1959,1,1974.0,2002,0,1,0,0.0,7
5,1363,4,3,1008,288,1,1363,3,1951,1,1951.0,2000,3,1,0,70.0,6
7,1501,4,4,1501,512,2,1501,4,1987,3,1987.0,1987,3,2,0,352.0,5
4,1344,3,3,546,0,0,798,3,1970,0,1970.0,2008,3,1,0,0.0,6
7,1786,4,4,920,608,2,920,4,2001,2,2001.0,2002,3,2,1,162.0,6
5,965,3,3,828,300,1,965,3,1965,1,1979.0,1965,0,1,0,0.0,6
5,936,3,3,936,308,1,936,3,1956,3,1956.0,2000,0,1,0,0.0,4
5,1040,3,3,1040,308,1,1040,3,1963,3,1963.0,1963,0,1,0,0.0,5
5,1248,3,3,912,160,1,912,3,1930,1,1957.0,1950,0,1,0,0.0,6
8,2268,4,4,346,624,2,1157,2,1890,1,2003.0,2002,0,3,0,0.0,7
8,1615,4,4,1615,864,3,1615,4,2007,2,2007.0,2007,4,2,1,156.0,7
5,1360,3,4,803,297,1,803,3,1938,1,1951.0,1995,0,1,0,0.0,6
5,1142,3,3,468,320,1,822,3,1924,3,1924.0,1950,0,1,0,444.0,6
6,1026,3,4,1026,440,2,1026,3,1969,2,1969.0,2005,0,1,0,0.0,5
7,1820,3,3,1026,240,1,1133,3,1925,1,1925.0,1950,0,2,1,0.0,8
5,1344,3,3,1024,484,1,1344,3,1958,1,1970.0,1983,3,1,0,0.0,6
7,1193,3,3,1176,506,2,1193,3,1975,1,1975.0,1975,3,2,0,0.0,5
7,1865,4,4,992,839,3,992,4,2000,2,2000.0,2000,3,2,1,0.0,7
8,2006,4,4,1982,938,3,2006,4,1998,3,1998.0,1998,3,2,1,495.0,5
5,1140,3,3,1300,400,2,1140,3,1920,1,1920.0,1950,0,1,1,0.0,6
5,1176,3,3,1158,303,1,1176,3,1958,1,1958.0,1998,4,1,0,340.0,6
7,1670,3,3,825,464,2,845,4,1971,3,1971.0,1971,0,1,0,0.0,7
6,1603,4,4,761,484,2,810,4,1992,2,1992.0,1992,0,2,1,0.0,7
8,2063,4,4,2024,815,3,2063,4,1994,3,1994.0,1995,4,2,1,634.0,7
4,858,3,3,858,0,0,858,3,1971,0,1971.0,1971,0,1,0,0.0,5
6,1302,4,4,1302,631,2,1302,4,2005,2,2005.0,2006,4,1,1,182.0,5
3,774,3,4,544,0,0,774,3,1931,0,1931.0,2006,0,1,0,0.0,6
6,848,4,4,848,420,2,848,4,2004,2,2004.0,2004,3,1,1,147.0,3
4,747,3,3,600,528,2,747,2,1926,1,1953.0,1953,0,1,1,108.0,5
8,2520,4,5,1508,640,3,1508,5,2007,3,2007.0,2007,4,2,1,20.0,10
6,1560,3,3,1560,580,2,1560,3,1960,2,1960.0,1960,3,1,0,423.0,6
7,1472,4,4,384,402,2,802,4,1991,2,1991.0,1992,3,2,1,76.0,7
5,1050,3,3,1043,336,1,1050,4,1971,1,1971.0,1971,0,1,0,178.0,6
6,1724,3,3,1680,480,2,1724,4,1967,2,1967.0,1976,4,1,0,359.0,7
5,1771,3,3,0,336,2,1771,0,1960,1,1960.0,2006,3,1,0,75.0,9
6,1207,3,3,1135,264,1,1207,3,1962,2,1962.0,1985,0,1,0,161.0,6
5,882,3,3,0,294,1,882,0,1959,2,1959.0,1959,0,1,0,0.0,5
9,1780,5,5,1780,816,3,1780,5,2004,3,2004.0,2005,4,2,1,674.0,7
7,1459,4,4,1459,527,2,1459,4,2002,2,2002.0,2002,4,2,1,100.0,6
6,1107,3,3,629,625,1,727,3,1921,1,1950.0,1975,0,1,0,0.0,5
5,1358,3,4,687,336,1,687,3,1930,1,2004.0,2005,4,1,0,0.0,6
4,1436,3,3,676,528,2,760,4,1910,1,1950.0,2000,0,2,0,0.0,6
6,1688,3,4,616,603,2,616,4,1997,2,1997.0,1997,0,2,1,0.0,8
8,2042,5,5,2042,1390,3,2042,5,2008,2,2009.0,2009,4,2,1,306.0,8
5,876,3,3,876,484,2,876,3,1972,1,1977.0,1972,0,1,0,0.0,5
6,1320,3,3,1232,495,2,1320,4,1971,2,1971.0,1971,4,2,0,509.0,5
8,1707,4,3,1686,511,2,1707,4,1981,2,1981.0,1981,3,2,0,653.0,6
6,1495,3,3,864,576,2,1064,3,1948,1,1994.0,1994,0,1,0,0.0,6
5,999,3,4,999,264,1,999,3,1962,1,1963.0,2001,0,1,0,0.0,6
4,1346,3,3,560,384,1,796,2,1910,1,1950.0,2000,0,1,0,0.0,6
6,1251,3,2,827,240,1,827,4,1938,1,1938.0,2000,0,1,1,0.0,6
8,1228,4,4,1228,472,2,1228,4,1988,3,1988.0,1989,4,2,1,0.0,5
5,1274,3,3,728,224,1,728,3,1939,1,1939.0,1998,0,2,0,0.0,6
6,1642,3,3,728,374,1,914,3,1927,1,1927.0,1950,4,1,0,0.0,9
5,1509,3,4,1509,322,1,1509,3,1956,1,1956.0,1956,3,1,0,0.0,6
8,1554,4,4,1554,627,2,1554,4,2006,2,2006.0,2006,4,2,1,108.0,6
6,1677,4,4,827,627,2,827,4,2001,2,2001.0,2001,0,2,1,0.0,7
8,1665,4,4,810,528,2,810,4,2001,3,2001.0,2001,0,2,1,0.0,6
8,1694,5,5,1694,642,2,1694,4,1977,3,1977.0,2008,4,2,0,450.0,5
6,1790,3,3,998,540,2,1790,3,1957,3,1957.0,1957,4,2,0,360.0,6
5,923,3,3,876,264,1,923,3,1984,1,1984.0,1985,0,1,0,0.0,5
10,2470,5,5,2535,789,3,2470,5,2003,3,2003.0,2003,4,1,1,680.0,7
6,1244,3,3,1244,336,1,1244,3,1957,1,1957.0,1957,4,1,0,0.0,6
5,866,3,4,686,0,0,866,3,1945,0,1945.0,1997,0,1,0,0.0,4
6,1501,3,4,697,420,2,697,4,1993,3,1993.0,1994,3,2,1,112.0,6
6,1891,3,3,1224,678,2,1287,4,1978,2,1978.0,1978,3,3,1,0.0,7
6,1921,3,3,1921,576,2,1921,3,1964,1,1964.0,1964,0,2,0,0.0,8
4,1832,2,3,1832,0,0,1832,3,1967,0,1967.0,1967,0,2,0,72.0,8
6,1434,3,3,1434,528,2,1434,3,1974,2,1974.0,1974,4,2,0,440.0,7
8,1874,4,4,1058,588,2,1058,4,2000,3,2000.0,2001,3,2,1,0.0,7
4,1382,3,3,0,384,1,1382,0,1949,2,1957.0,2002,3,2,0,0.0,6
5,1140,3,3,1140,0,0,1140,4,2006,0,2006.0,2006,0,1,1,0.0,6
7,1494,4,4,1482,514,2,1494,4,1998,2,1998.0,1998,2,2,1,0.0,5
10,3627,4,4,1930,807,3,1831,5,1995,3,1995.0,1996,3,3,1,1378.0,10
5,1812,3,4,360,672,2,1032,4,1900,1,1999.0,1996,1,2,0,0.0,8
5,1302,3,3,630,440,2,630,3,1970,1,1970.0,1970,0,2,0,304.0,6
9,1720,5,5,1720,846,3,1720,5,2008,2,2008.0,2008,4,2,1,364.0,8
6,1604,3,4,926,470,2,926,3,1998,3,1998.0,1998,4,2,1,20.0,7
10,1966,5,5,1966,1092,3,1966,5,2007,3,2007.0,2007,4,2,1,754.0,6
8,1970,4,5,1085,753,3,1120,4,2006,3,2006.0,2006,4,2,1,788.0,8
9,1714,4,4,1714,517,2,1714,5,2005,3,2005.0,2005,4,2,1,230.0,7
6,1470,3,3,794,388,2,794,4,1997,3,1997.0,1997,0,2,1,0.0,6
4,2230,4,3,795,440,1,954,3,1912,1,1997.0,1950,0,1,1,0.0,10
9,2331,4,5,1414,1003,3,1414,5,2005,3,2005.0,2005,4,2,1,368.0,9
5,864,3,3,864,288,1,864,3,1972,2,1972.0,1972,0,1,0,0.0,5
5,1008,3,4,1008,240,1,1008,3,1953,1,1953.0,2006,0,1,0,0.0,6
5,1216,3,3,565,355,1,565,3,1920,2,1920.0,1997,4,1,0,0.0,6
9,1530,4,4,1530,984,3,1530,4,2007,2,2008.0,2008,4,2,1,120.0,7
5,1025,3,3,1015,370,2,1025,4,1976,1,1979.0,1976,2,2,0,113.0,6
6,1638,3,3,943,472,2,943,4,1998,3,1998.0,1998,3,2,1,0.0,7
5,1440,3,3,720,480,2,720,3,1968,1,1968.0,1968,3,1,0,0.0,7
6,1128,3,4,1080,315,1,1128,3,1966,1,1966.0,2008,4,1,0,216.0,5
6,1549,3,3,744,440,2,757,4,1999,1,1999.0,1999,0,2,1,216.0,6
7,2133,4,3,1528,312,1,1225,4,1941,1,1941.0,1985,3,1,0,371.0,8
7,1369,4,4,1369,605,2,1369,4,2007,1,2007.0,2007,0,2,1,0.0,5
7,1114,4,4,1114,576,2,1114,4,2004,1,2005.0,2005,0,1,1,0.0,6
6,1302,4,4,1302,631,2,1302,4,2005,2,2005.0,2006,4,1,1,182.0,5
5,816,3,3,816,264,1,816,4,1983,3,1983.0,1983,0,1,0,0.0,4
6,1381,3,4,1161,676,2,1381,3,1972,2,1972.0,2006,3,1,0,0.0,5
5,1078,3,4,1078,240,1,1078,3,1950,1,1950.0,1996,0,1,0,0.0,5
6,1469,3,3,756,216,1,756,3,1906,1,1906.0,1995,0,1,0,0.0,7
6,1474,3,3,1632,495,2,1474,3,1952,1,1952.0,1952,4,1,0,0.0,7
5,1137,3,3,0,0,0,929,0,1947,0,1947.0,1993,0,1,0,0.0,8
5,1960,3,3,960,400,2,960,3,1952,1,1952.0,1952,0,2,0,360.0,10
6,1768,3,3,1048,576,2,1048,3,1915,1,1930.0,1950,0,2,1,0.0,8
6,1392,3,3,689,299,1,689,4,1977,3,1977.0,1977,0,1,0,153.0,6
4,864,3,2,592,216,1,432,2,1920,1,1920.0,1950,0,1,0,0.0,5
7,1740,4,4,1740,540,2,1740,4,1981,2,1981.0,1981,0,1,0,0.0,7
7,1720,4,4,860,565,2,860,4,2004,2,2004.0,2004,0,2,1,0.0,7
6,1626,3,4,988,332,1,988,3,1954,1,1954.0,1954,0,1,0,0.0,6
6,1198,3,3,901,0,0,1088,3,1920,0,1920.0,1998,0,1,0,0.0,7
5,900,3,3,864,288,1,900,3,1967,2,1967.0,1967,1,1,0,0.0,6
5,792,4,4,768,240,1,792,3,1924,1,1924.0,2006,0,1,0,0.0,5
5,1098,3,3,1098,260,1,1098,3,1955,1,1955.0,1955,0,1,0,151.0,6
4,1092,3,3,546,0,0,546,3,1970,0,1970.0,1970,0,1,0,0.0,5
6,936,3,4,936,315,1,936,3,1957,2,1957.0,1999,0,1,0,0.0,4
7,2127,4,4,1104,833,3,912,5,1991,2,1991.0,1991,3,2,1,0.0,8
8,2263,4,4,1055,905,2,1055,4,2001,3,2001.0,2002,3,2,1,396.0,7
6,1493,3,4,1478,508,2,1493,4,1997,3,1997.0,1998,3,2,1,215.0,7
5,1200,3,3,768,240,1,768,3,1946,1,1946.0,1995,0,1,0,0.0,6
5,1056,3,3,1056,260,1,1056,3,1954,1,1954.0,2005,0,1,0,0.0,6
10,2674,5,5,2630,762,3,2674,5,2007,3,2007.0,2007,4,2,1,472.0,8
9,1456,5,5,1451,539,2,1456,5,2008,2,2008.0,2008,4,2,1,500.0,6
8,1563,3,4,1563,758,3,1563,4,2007,2,2007.0,2007,4,2,1,468.0,6
6,1114,3,4,1114,576,2,1114,4,2003,1,2004.0,2004,0,1,1,0.0,6
7,1145,4,4,1145,437,2,1145,4,2006,3,2006.0,2006,0,2,1,14.0,6
7,2318,4,4,960,541,2,960,4,2005,3,2005.0,2006,5,2,1,0.0,8
7,1445,4,4,1445,470,2,1445,4,2004,1,2004.0,2004,0,2,1,50.0,6
10,4476,4,5,2396,813,3,2411,5,1996,3,1996.0,1996,3,3,1,0.0,10
5,990,3,3,990,480,2,990,4,1994,1,2000.0,1995,0,1,1,0.0,5
5,1560,3,3,1776,528,2,1560,3,1962,3,1962.0,1962,2,2,0,96.0,6
7,1223,4,4,600,480,2,520,4,2005,2,2005.0,2005,0,2,1,0.0,4
7,1895,4,4,712,409,2,1086,4,1994,3,1994.0,1996,3,2,1,0.0,7
6,1734,3,4,912,440,2,1085,3,1962,2,1962.0,1981,4,1,0,0.0,7
5,691,3,5,691,216,1,691,2,1920,1,1920.0,1950,0,1,0,0.0,4
5,1949,3,3,1949,586,2,1949,3,1977,2,1977.0,1977,0,2,0,99.0,10
4,1092,3,3,546,286,1,546,3,1970,1,1970.0,1970,0,1,0,0.0,6
5,1242,3,3,1242,324,1,1242,3,1960,2,1960.0,1960,0,1,0,0.0,6
5,1666,3,3,894,0,0,894,3,1931,0,1931.0,1950,4,1,1,0.0,7
7,1978,3,3,832,486,2,1098,3,1968,2,1968.0,1968,4,2,0,342.0,9
7,2167,4,4,1192,518,2,1516,3,1974,2,1974.0,2003,4,2,0,0.0,9
7,1492,4,4,738,440,2,738,4,2006,3,2006.0,2006,0,2,1,0.0,8
6,1350,3,3,1064,478,2,1350,4,1974,2,1974.0,1974,3,2,0,174.0,7
6,1258,3,3,560,280,1,698,3,1939,1,1939.0,1950,0,1,0,0.0,6
7,1489,4,4,782,400,2,806,4,2003,3,2003.0,2003,4,2,1,0.0,8
7,2068,3,4,1108,315,1,1160,4,1922,1,1928.0,2005,4,1,0,0.0,8
5,980,3,3,980,400,2,980,3,1962,1,1969.0,1962,0,1,0,0.0,5
3,944,3,2,0,528,2,944,0,1952,1,1956.0,1952,0,1,0,0.0,4
7,1664,3,3,832,528,2,832,4,1976,2,1976.0,1976,3,2,1,0.0,8
5,945,3,3,945,253,1,945,4,1973,2,1973.0,1973,1,1,0,0.0,5
6,838,3,2,816,275,1,838,3,1918,3,1961.0,2000,0,1,0,0.0,5
5,864,3,3,864,276,1,864,4,1963,1,1963.0,1963,0,1,0,0.0,5
6,1484,4,4,783,393,2,783,4,2005,3,2005.0,2007,4,2,1,0.0,8
6,912,3,3,888,470,2,912,4,1978,2,1978.0,1978,3,1,0,0.0,5
8,1874,4,4,955,880,3,955,4,2007,3,2007.0,2008,4,2,1,310.0,8
5,1465,3,3,992,240,1,992,3,1939,1,1939.0,1950,3,2,0,0.0,6
5,1601,3,3,533,300,1,1021,3,1958,2,1958.0,1987,0,1,0,0.0,6
5,1145,3,3,301,684,2,1145,4,1956,1,1993.0,1956,0,1,0,0.0,6
8,2475,4,4,1629,962,3,1645,5,1998,3,1998.0,1998,3,2,1,114.0,7
7,2104,3,3,1226,432,2,1226,3,1910,1,1910.0,2005,0,2,0,0.0,9
6,934,3,3,912,336,1,934,3,1964,1,1964.0,1964,0,1,0,0.0,4
6,1710,4,4,832,506,2,832,4,1993,2,1993.0,1993,0,2,1,120.0,7
6,1427,3,4,483,379,1,741,3,1915,1,1915.0,2002,0,1,0,0.0,7
4,1040,3,3,0,420,2,1040,0,1950,1,1950.0,1950,0,1,0,0.0,4
6,1456,3,3,855,460,2,855,4,1976,2,1976.0,1976,3,2,0,0.0,6
6,1269,4,3,621,280,1,621,3,1962,1,1962.0,2001,0,1,0,216.0,7
8,1370,4,4,1370,484,2,1370,4,2006,2,2006.0,2006,4,2,1,178.0,6
6,1933,4,4,894,668,3,894,4,2007,3,2007.0,2007,4,2,1,74.0,9
6,1714,3,3,923,451,2,947,4,1999,3,2000.0,2000,3,2,1,0.0,7
6,1876,4,4,901,540,2,943,3,1974,2,1974.0,1974,3,2,0,270.0,8
4,1292,3,4,949,205,1,949,3,1923,1,1923.0,2008,0,1,1,0.0,6
7,2036,3,3,2136,513,2,2036,4,1965,2,1965.0,1965,4,2,0,0.0,8
9,1557,4,5,1557,484,2,1557,4,1999,2,1999.0,2000,3,2,1,260.0,5
7,1737,4,4,836,506,2,844,4,1992,3,1992.0,1992,0,2,1,0.0,7
7,1830,3,3,1865,521,2,1830,4,1967,1,1967.0,1967,4,1,0,123.0,6
7,1389,3,3,651,240,1,707,3,1946,1,1947.0,1992,4,1,0,0.0,6
4,892,3,4,858,0,0,892,4,1923,0,1923.0,1950,0,1,1,0.0,5
5,1040,3,4,1040,286,1,1040,3,1959,2,1959.0,2003,0,1,0,0.0,6
7,1452,4,4,691,506,2,713,4,1999,1,1999.0,1999,0,2,1,218.0,6
6,1056,3,3,1056,576,2,1056,3,1980,1,1980.0,1980,0,0,0,0.0,4
6,1796,3,3,780,483,2,983,3,1963,2,1963.0,1963,3,1,0,415.0,8
6,1560,4,4,684,400,2,684,4,2005,3,2005.0,2005,4,2,1,0.0,6
6,856,3,3,856,399,2,856,3,1939,1,1939.0,1950,4,1,0,0.0,4
5,846,3,4,720,576,2,846,3,1920,3,1980.0,1950,0,1,0,0.0,4
8,2290,4,4,1128,779,2,1149,4,2002,1,2002.0,2002,4,2,1,0.0,9
7,1977,4,4,982,574,3,982,4,2006,2,2006.0,2006,0,2,1,0.0,7
5,1273,3,3,1273,307,1,1273,3,1960,1,1960.0,1960,0,1,0,0.0,5
7,2344,4,4,1264,889,3,1277,4,1996,2,1996.0,1997,3,2,1,921.0,7
5,1518,3,2,1580,0,0,1518,3,1940,0,1940.0,2007,4,1,1,0.0,5
4,630,3,3,630,0,0,630,4,1972,0,1972.0,1972,0,1,0,0.0,3
4,1844,3,3,709,240,1,1157,3,1900,1,1900.0,1954,4,1,1,771.0,9
4,768,3,3,768,355,1,768,3,1955,1,1959.0,1955,2,1,0,0.0,4
8,3112,4,4,1360,795,2,1360,3,1918,1,1918.0,1990,5,2,1,0.0,8
6,1498,3,3,691,409,2,691,4,1995,3,1995.0,1996,3,2,1,0.0,6
5,844,3,3,844,216,1,844,3,1925,1,1925.0,1950,0,1,0,0.0,5
9,2772,5,5,1776,754,3,1794,5,2007,3,2007.0,2007,4,3,1,726.0,10
8,2097,4,5,2077,1134,3,2097,5,2005,3,2005.0,2006,5,1,1,0.0,8
7,1352,4,4,1352,466,2,1352,5,2006,2,2006.0,2007,4,2,1,0.0,5
8,1919,4,4,1079,685,2,1079,4,2006,2,2006.0,2006,4,2,1,0.0,8
6,1284,3,3,1284,480,2,1284,4,1984,1,1984.0,1984,0,2,0,0.0,5
8,2374,4,5,1181,656,3,1234,4,2003,3,2003.0,2004,4,2,1,340.0,10
7,2314,4,4,1150,502,2,1164,5,2003,3,2003.0,2005,5,2,1,0.0,9
9,2018,5,5,2002,746,3,2018,5,2008,3,2009.0,2009,4,2,1,0.0,10
8,1651,4,4,1643,870,3,1651,4,2007,2,2007.0,2007,4,2,1,306.0,7
6,882,3,3,882,502,1,882,2,1956,1,1956.0,1956,0,1,0,0.0,5
4,894,3,3,894,396,2,894,3,1960,1,1988.0,1960,1,1,0,0.0,5
6,1800,3,3,982,463,2,1007,4,2000,3,2000.0,2000,3,2,1,16.0,7
9,1869,5,5,1869,617,2,1869,5,2007,2,2007.0,2007,4,2,1,362.0,6
8,1625,4,4,1573,495,2,1625,4,2006,3,2006.0,2007,4,2,1,473.0,5
6,1595,3,3,940,240,1,1192,3,1940,1,1940.0,2000,4,1,0,0.0,6
8,2020,4,4,1128,466,2,1142,4,1995,2,1995.0,1995,3,2,1,0.0,8
7,2094,4,4,912,615,2,912,4,2003,3,2003.0,2004,4,2,1,0.0,8
6,1412,3,4,1392,576,2,1412,4,1988,1,1988.0,1988,3,2,0,0.0,6
3,1162,4,3,728,258,1,728,3,1930,1,1930.0,1950,0,1,0,0.0,6
4,1140,3,3,576,0,0,792,3,1910,0,1910.0,2004,0,1,0,0.0,7
9,2728,5,5,1848,706,3,1848,5,2005,3,2006.0,2006,5,2,1,870.0,10
7,1879,4,4,1079,473,2,1079,4,1993,2,1993.0,1994,3,2,1,0.0,8
6,2279,3,4,585,461,2,2279,3,1958,2,1958.0,1995,4,2,0,1224.0,7
7,1374,4,4,384,400,2,744,4,2004,3,2004.0,2004,4,2,1,0.0,8
6,1536,3,3,768,308,1,768,3,1952,1,1952.0,1952,0,1,0,0.0,7
6,1218,3,3,672,264,1,672,3,1973,1,1973.0,1973,0,1,0,285.0,7
6,1094,3,3,1094,495,2,1094,3,1953,2,1953.0,1953,4,1,0,216.0,5
7,2021,4,4,868,422,2,887,5,2006,2,2006.0,2006,4,2,1,0.0,9
6,1806,3,3,780,483,2,993,3,1964,1,1964.0,1964,0,1,0,420.0,8
5,1314,3,3,1314,294,1,1314,3,1957,2,1957.0,1957,0,1,0,0.0,5
7,1775,4,4,740,425,2,1006,4,1993,1,1993.0,1993,3,2,1,137.0,7
6,1350,3,3,1248,520,2,1350,3,1964,2,1964.0,1964,0,1,0,259.0,6
6,1072,3,3,547,525,2,1072,4,2005,3,2005.0,2006,0,1,1,82.0,5
6,2291,3,3,1214,506,2,1260,3,1910,1,1900.0,1998,4,2,0,0.0,9
7,1576,4,4,770,614,2,778,4,2006,2,2006.0,2006,0,2,1,0.0,6
7,1762,3,4,596,576,2,998,2,1920,1,1989.0,1950,0,1,0,0.0,8
8,3447,3,4,728,1014,3,1968,3,1935,1,1982.0,1997,4,3,0,632.0,11
4,864,3,3,864,576,2,864,3,1970,1,2001.0,1970,0,1,0,0.0,5
5,1176,3,3,1176,360,1,1176,4,1969,1,1969.0,1969,0,1,0,0.0,5
6,848,4,4,848,420,2,848,4,2003,3,2003.0,2003,0,1,1,170.0,3
5,1432,3,4,1360,588,2,1432,4,1978,1,1978.0,1978,3,1,1,0.0,5
5,1048,3,3,0,420,2,1048,0,1950,1,1950.0,1950,0,1,0,0.0,7
5,1128,3,3,936,286,1,1128,3,1954,1,1954.0,1954,0,1,0,0.0,5
8,1801,4,4,893,800,3,901,4,2005,3,2005.0,2005,4,2,1,0.0,8
6,1482,3,2,672,400,1,810,3,1925,1,1934.0,1950,0,2,0,0.0,7
5,974,3,3,974,0,0,974,4,1991,0,1991.0,1992,0,1,1,0.0,5
5,1017,3,3,346,308,1,709,3,1900,1,1961.0,2003,0,1,0,0.0,5
6,1218,3,3,735,440,2,869,3,1941,1,2003.0,1950,4,1,0,0.0,6
7,1850,4,4,973,467,2,979,4,1994,3,1994.0,1994,4,2,1,0.0,7
6,2345,3,3,952,360,2,1170,4,1932,1,1932.0,1950,4,2,0,0.0,9
6,987,3,3,483,264,1,483,3,1973,1,1973.0,1973,0,1,0,408.0,5
6,784,3,3,784,360,2,784,2,1928,1,1950.0,1950,0,1,0,0.0,5
5,1144,3,3,1144,596,1,1144,3,1956,1,1956.0,1956,0,1,0,0.0,6
5,888,3,3,920,240,1,888,3,1961,1,1961.0,1961,0,1,0,53.0,5
